No;Nomor Laporan;Tanggal Laporan;Tanggal Penilaian;Nilai Wajar Laporan;Deskripsi Objek;Nama Unit;Pemohon ;Nomor Surat Permohonan;Kategori Penilaian;Tanggal Permohonan Diterima;Objek Penilaian;Jumlah Objek Laporan;Nomor Surat Tugas;Tanggal Mulai Survey ;Tanggal Selesai Survey;Nomor Surat Kelengkapan ;Tanggal Surat Kelengkapan ;Nomor Surat Balas Kelengkapan ;Tanggal Surat Balas Kelengkapan ;Nota Dinas Tenaga Bantuan ;Tanggal Nota Dinas Tenaga Bantuan ;Nomor Nota Dinas Balas Bantuan ;Tanggal Balas Bantuan ;Nomor Surat BATKD Kirim ;Tanggal Surat BATKD Kirim ;Nomor Balasan Pemohon BATKD;Tanggal Balasan Pemohon BATKD;Nomor BATKD;Tanggal BATKD;Nomor Surat Penyerahan ;Tanggal Penyerahan ;Jenis Objek ;Jenis Objek Lainnya ;Tujuan Penilaian 1;Tujuan Penilaian 2;Tujuan Penilaian Lainnya ;Total Objek Permohonan ;Nomor Surat Konfirmasi ;Tanggal Surat Konfirmasi ;Nomor Surat Balas Konfirmasi;Tanggal Surat Balas Konfirmasi
843;LAP-0157/2/PRO-01/KNL.0503/01.03.01/2024;28-02-2024;26-02-2024;378000;Honda GL 200;Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PKN;PL.402/02/01/UPP.Mgl-2024;Penilaian Properti;23-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-133/KNL.0503/2024;26-02-2024;26-02-2024;;;;;;;;;;;;;;;ND-6/KNL.0503/PiPem.4/2024;28-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;2;;;;
844;LAP-20/1/PRO-01/KNL.0502/01.02.01/2024;19-02-2024;26-02-2024;6674000;Sewa Sebagian Tanah dan/atau Bangunan Koridor untuk Kabel Fiber Optik (Moratel);Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung - KPKNL_PKN;ND-17/KNL.050202/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-53/KNL.0502/2024;24-01-2024;26-01-2024;;;;;;;;;;;;;;;ND-33/KNL.0502/PiPem.3/2024;19-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
845;LAP-0155/2/PRO-01/KNL.0503/01.03.01/2024;28-02-2024;22-02-2024;602000;1 (satu) unit kendaraan bermotor roda dua (kondisi utuh), pada Polres Mesuji;Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PKN;B/2454/XII/LOG.7.2/2023/Rolog;Penilaian Properti;22-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-130/KNL.0503/2024;22-02-2024;22-02-2024;;;;;;;;;;;;;;;NOMOR ND-5/KNL.0503/PiPem.4/2024;18-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;9;;;;
846;LAP-0084/1/PRO-01/KNL.0402/01.03.01/2024;01-03-2024;22-02-2024;48167000;selain tanah dan bangunan berupa kendaraan bermotor roda empat;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-226/KNL.040202/2024;Penilaian Properti;20-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-278/KNL.0402/2024;22-02-2024;22-02-2024;;;;;;;;;;;;;;;ND-330/KNL.0402/2024;05-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
847;LAP-0007/1/PRO-07/KNL.0404/07.02.01/2024;16-02-2024;26-01-2024;684489000;PEMANFAATAN BMD BERUPA SEBIDANG TANAH MILIK PEMERINTAH KABUPATEN BELITUNG;Kantor Pelayanan Kekayaan Negara dan Lelang Pangkal Pinang;Badan Pengelolaan Keuangan dan Aset Daerah Kabupaten Belitung;000.2.6.1/0572/BPKAD;Penilaian Properti;22-01-2024;Barang Milik Daerah;1;ST-49/KNL.0404/2024;24-01-2024;26-01-2024;;;;;;;;;;;;;;;S-112/KNL.0404/2024;16-02-2024;Tanah;;Penilaian Barang Milik Daerah;Pemanfaatan - Sewa;;1;;;;
848;LAP-0037/1/PRO-01/KNL.1604/01.03.01/2024;26-02-2024;20-02-2024;2459000;Honda Tiger DG 2967 MU;Kantor Pelayanan Kekayaan Negara dan Lelang Ternate;Kantor Pelayanan Kekayaan Negara dan Lelang Ternate - KPKNL_PKN;ND-59/KNL.160402/2024;Penilaian Properti;15-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-74/KNL.1604/2024;19-02-2024;20-02-2024;;;;;;;;;;;;;;;ND-48/KNL.1604/PiPem.4/2024;26-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;5;;;;
849;LAP-0043/1/PRO-01/KNL.0403/01.02.01/2024;30-01-2024;26-01-2024;7441000;Tanah Bangunan Kantor Pemerintah, Kode Barang 2.01.01.04.001, NUP 56, Luas 198,755 m2;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-81/KNL.0402/2024;Penilaian Properti;17-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-30/KNL.0403/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;;;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
850;LAP-0006/1/PRO-01/KNL.1402/01.02.01/2024;06-02-2024;30-01-2024;29524000;Sebagian Tanah untuk TK;Kantor Pelayanan Kekayaan Negara dan Lelang Singaraja;Kantor Pelayanan Kekayaan Negara dan Lelang Singaraja - KPKNL_PKN;ND-36/KNL.140202/2024;Penilaian Properti;26-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-50/KNL.1402/2023;30-01-2024;30-01-2024;;;;;;;;;;;;;;;ND-21/KNL.1402/PiPem.4/2024;12-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
851;LAP-0069/1/PRO-01/KNL.0402/01.03.01/2024;22-02-2024;21-02-2024;14636000;Limbah Padat (Scrap) Kendaraan Bemotor;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-195/KNL.040202/2024;Penilaian Properti;19-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-256/KNL.0402/2024;21-02-2024;21-02-2024;;;;;;;;;;;;;;;ND-285/KNL>0402/2024;22-02-2024;Scrap;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
852;LAP-0042/1/PRO-07/KNL.0301/07.03.01/2024;27-02-2024;02-02-2024;309000;Barang Milik Daerah Selain Tanah dan/atau Bangunan Berupa Limbah Padat (Scrap) Peralatan Kantor Peralatan Rumah Tangga dan Meubeler;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;BPKD KABUPATEN SOLOK SELATAN;900/875/BPKD-2023;Penilaian Properti;04-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-83/KNL.0301/2024;29-01-2024;02-02-2024;;;;;;;;;;;;;;;S-295/KNL.0301/2024;27-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;25;;;;
853;LAP-0040/1/PRO-07/KNL.0301/07.03.01/2024;27-02-2024;02-02-2024;661000;Barang Milik Daerah Selain Tanah dan/atau Bangunan Berupa Limbah Padat (Scrap) Peralatan Kantor Peralatan Rumah Tangga dan Meubeler;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;BPKD KABUPATEN SOLOK SELATAN;900/875/BPKD-2023;Penilaian Properti;04-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-83/KNL.0301/2024;29-01-2024;02-02-2024;;;;;;;;;;;;;;;S-295/KNL.0301/2024;27-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;25;;;;
854;LAP-0013/1/PRO-01/KNL.1005/01.03.01/2024;20-02-2024;07-02-2024;344499000;BARANG MILIK NEGARA SISA BONGKARAN PEKERJAAN PROYEK BERUPA 50 (LIMA PULUH) UNIT LIMBAH PADAT/ SCRAP METAL/ BESI PIPA TIANG PANCANG BAJA UKURAN 406 MM X 12 MM X 12.000 MM;Kantor Pelayanan Kekayaan Negara dan Lelang Pamekasan;Kantor Pelayanan Kekayaan Negara dan Lelang Pamekasan - KPKNL_PKN;PL.402/7/7/KSOP.Klg-2024;Penilaian Properti;31-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST- 135/KNL.1005/2024;07-02-2024;07-02-2024;;;;;;;;;;;;;;;NOMOR ND-117/KNL.1005/2024;20-02-2024;Scrap;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
855;LAP-0021/1/PRO-07/KNL.0303/07.03.01/2024;23-02-2024;23-02-2024;5168000;Material Bongkaran pada Bangunan yang akan dibongkar;Kantor Pelayanan Kekayaan Negara dan Lelang Pekanbaru;BADAN PENGELOLA KEUANGAN DAN ASET DAERAH PROVINSI RIAU;000.2.5/BPKAD-PBMD/184;Penilaian Properti;16-02-2024;Barang Milik Daerah;2;ST-146/KNL.0303/2023;21-02-2024;23-02-2024;;;;;;;;;;;;;;;;;;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;2;;;;
856;LAP-0073/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;69000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Yamaha RXK";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
857;LAP-0077/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;717000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Yamaha RXK";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
858;LAP-0083/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;1363000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Yamaha RXK";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
859;LAP-0098/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;30000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Honda";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
860;LAP-0099/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;59000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk suzuki thunder";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
861;LAP-0025/1/PRO-01/KNL.1405/01.02.01/2024;01-03-2024;22-02-2024;41079000;Sewa Sebagian Tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Kupang;Kantor Pelayanan Kekayaan Negara dan Lelang Kupang - KPKNL_PKN;ND-87/KNL.140502/2024;Penilaian Properti;07-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.1405/2024;21-03-2024;22-03-2024;;;;;;;;;;;;;;;ND-61/KNL.1405/PiPem.3/2024;01-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
862;LAP-0013/1/PRO-01/KNL.0906/01.02.01/2024;26-01-2024;19-01-2024;43750000;SEWA SEBAGIAN TANAH UNTUK PRIMKOPPOL;Kantor Pelayanan Kekayaan Negara dan Lelang Purwokerto;Kantor Pelayanan Kekayaan Negara dan Lelang Purwokerto - KPKNL_SUBBAG_UMUM;B/15.151/XII/LOG.1.7./2023;Penilaian Properti;15-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-151/KNL.0906/2024;18-01-2024;19-01-2024;;;;;;;;;;;;;;;NDR-35/KNL.0906/PiPem.4/2024;26-01-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;5;;;;
863;LAP-0035/1/PRO-01/KNL.0905/01.03.01/2024;15-03-2024;08-03-2024;2121000;-;Kantor Pelayanan Kekayaan Negara dan Lelang Yogyakarta;Kantor Pelayanan Kekayaan Negara dan Lelang Yogyakarta - KPKNL_PENILAIAN;223/RRI-YK/2/2024;Penilaian Properti;08-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-319/KNL.0905/2024;08-03-2024;08-03-2024;;;;;;;;;;;;;;;ND-63/KNL.0905/PiPem.4/2024;15-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
864;LAP-0031/1/PRO-01/KNL.1301/01.02.01/2024;26-03-2024;22-03-2024;17396000;Penilaian BMN dalam rangka sewa;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_PKN;ND-155/KNL.130102/2024;Penilaian Properti;20-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);3;ST-236/KNL.1301/2024;21-03-2024;22-03-2024;;;;;;;;;;;;;;;ND-338/KNL.1301/2024;26-03-2024;;P.C. Unit;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;3;;;;
865;LAP-0060/1/PRO-01/KNL.0301/01.01.00/2024;22-03-2024;15-03-2024;6167857000;Barang Milik Negara Selain Tanah Dan/Atau Bangunan Berupa 2 (dua) Unit Kendaraan Khusus;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;Unit Penyelenggara Bandar Udara Rokot;KU.004/01/13/BDR.RKI/2024;Penilaian Properti;13-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-245/KNL.0301/2024;15-03-2024;15-03-2024;S-213/KNL.0301/2024;13-02-2024;KU.204/03/135/BDR.RKI/2024;04-03-2024;;;;;;;;;;;S-417/KNL.0301/2024;22-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Penyusunan Neraca Pemerintah Pusat;;3;;;;
866;LAP-0021/1/PRO-07/KNL.1102/01.03.01/2024;18-03-2024;13-03-2024;130056000;Penilaian BMD berupa Toyota Camry 2.5 V A/T;Kantor Pelayanan Kekayaan Negara dan Lelang Singkawang;Badan Keuangan Daerah Kota Singkawang;000.2.4/  287 /BD-02.ASET/ASET.02/2024;Penilaian Properti;12-03-2024;Barang Milik Daerah;1;ST-133/KNL.1102/2024;13-03-2024;15-03-2024;;;;;;;;;;;;;;;S-160/KNL.1102/2024;18-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;4;;;;
867;LAP-0026/1/PRO-07/KNL.1101/07.02.01/2024;04-03-2024;23-02-2024;8000;Sewa tanah dan bangunan per bulan;Kantor Pelayanan Kekayaan Negara dan Lelang Pontianak;Badan Keuangan Daerah Kabupaten Kayong Utara;T/000.2.4/50/BKD-V.KKU/II/2024;Penilaian Properti;05-03-2024;Barang Milik Daerah;1;ST-181/KNL.1101/2024;19-02-2024;23-02-2024;;;;;;;;;;;;;;;S-349/KNL.1101/2024;04-03-2024;Tanah, Bangunan, Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemanfaatan - Sewa;;36;;;;
868;LAP-0188/2/PRO-01/KNL.0503/01.03.01/2024;20-03-2024;20-03-2024;12289000;"Truck + Attachment
(Mitsubishi/FE.349 120PS)";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PKN;B/67/II/2024;Penilaian Properti;18-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-197/KNL.0503/2024;20-03-2024;20-03-2024;;;;;;;;;;;;;;;ND-48/KNL.0503/PiPem.3/2024;21-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;3;;;;
869;LAP-0042/1/PRO-01/KNL.0401/01.02.01/2024;04-03-2024;01-03-2024;530000;Sewa Sebagian Tanah dan/atau Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Jambi;Kantor Pelayanan Kekayaan Negara dan Lelang Jambi - KPKNL_PKN;ND-130/KNL.040102/2024;Penilaian Properti;12-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-177/KNL.0401/2024;29-02-2024;01-03-2024;;;;;;;;;;;;;;;;;Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
870;LAP-0010/1/PRO-01/KNL.1503/01.02.01/2024;01-03-2024;29-02-2024;35352000;Sewa Tanah dan Bangunan untuk Sekolah TK;Kantor Pelayanan Kekayaan Negara dan Lelang Pare-Pare;Kantor Pelayanan Kekayaan Negara dan Lelang Pare-Pare - KPKNL_PKN;ND-192/KNL.1503/2024;Penilaian Properti;27-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-97/KNL.1503/2023;28-02-2024;29-02-2024;;;;;;;;;;;;;;;ND-33/KNL1503/PiPem.4/2024;01-03-2024;Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;3;;;;
871;LAP-0027/1/PRO-01/KNL.0903/01.02.01/2024;20-03-2024;21-03-2024;33009000;sewa sebagian tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan - KPKNL_PENILAIAN;ND-92/KNL.090302/2024;Penilaian Properti;20-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-206/KNL.0903/2024;21-03-2024;21-03-2024;;;;;;;;;;;;;;;ND-6/KNL.0903/PiPem.3/2024;27-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
872;LAP-0128/1/PRO-01/KNL.0402/01.02.01/2024;01-04-2024;26-03-2024;5531000;sewa sebagian tanah jalan kereta apo/ lori;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Kantor Pelayanan Kekayaan Negara dan Lelang Jakarta I - KPKNL_PKN;ND-326/KNL.0701/2024;Penilaian Properti;19-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-480/KNL.0402/2024;26-03-2024;27-03-2024;;;;;;;;;;;;;;;ND-458/KNL.0402/2024;02-04-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;4;;;;
873;LAP-0043/1/PRO-07/KNL.0301/07.03.01/2024;27-02-2024;02-02-2024;1804000;Barang Milik Daerah Selain Tanah dan/atau Bangunan Berupa Limbah Padat (Scrap) Peralatan Kantor Peralatan Rumah Tangga dan Meubeler;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;BPKD KABUPATEN SOLOK SELATAN;900/875/BPKD-2023;Penilaian Properti;04-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-83/KNL.0301/2024;29-01-2024;02-02-2024;;;;;;;;;;;;;;;S-295/KNL.0301/2024;27-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;25;;;;
874;LAP-0067/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;69000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Yamaha RXK";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
875;LAP-0013/1/PRO-01/KNL.0902/01.02.01/2024;01-02-2024;10-01-2024;50059000;"BARANG MILIK NEGARA
SEBAGIAN BIDANG TANAH DAN BANGUNAN
KEPOLISIAN RESOR SUKOHARJO
Jalan Wandyo Pranoto, Desa Mandan, Kecamatan Sukoharjo, 
Kabupaten Sukoharjo, Provinsi Jawa Tengah";Kantor Pelayanan Kekayaan Negara dan Lelang Surakarta;Kantor Pelayanan Kekayaan Negara dan Lelang Surakarta - KPKNL_SUBBAG_UMUM;ND-11/KNL.090202/2024;Penilaian Properti;05-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);4;ST- 26/KNL.0902/2024;09-01-2024;10-01-2024;;;;;;;;;;;;;;;ND-42/KNL.0902/PiPem.4/2024;30-01-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;10;;;;
876;LAP-0108/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;42000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Honda Win";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
877;LAP-0112/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;34000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Honda";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
878;LAP-0126/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;25000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Honda MCB";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
879;LAP-0042/1/PRO-01/KNL.1602/01.03.01/2024;21-02-2024;07-02-2024;1791000;1 (Satu) unit Bangunan Gedung PErmanen yang akan dibongkar;Kantor Pelayanan Kekayaan Negara dan Lelang Gorontalo;Kantor Pelayanan Kekayaan Negara dan Lelang Gorontalo - KPKNL_PKN;ND-61/KNL.160202/2024;Penilaian Properti;05-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-54/KNL.1602/2024;07-02-2024;07-02-2024;;;;;;;;;;;;;;;ND-155/KNL.1602/2024;21-01-2024;Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
880;LAP-0049/1/PRO-01/KNL.0304/01.03.01/2024;13-02-2024;31-01-2024;4810000;1 (satu) unit kendaraan bermotor roda dua berupa sepeda motor merk/tipe honda supra X helm in nomor plat BP 2306 B;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-46/KNL.030402/2024;Penilaian Properti;22-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-98/KNL.0304;29-01-2024;30-01-2024;;;;;;;;;;;;;;;ND-146/KNKL.0304/2024;16-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;14;;;;
881;LAP-0040/1/PRO-01/KNL.1203/01.02.01/2024;01-03-2024;27-02-2024;5766000;Sewa Sebagian Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin - KPKNL_SUBBAG_UMUM;ND-117/KNL.120302/2024;Penilaian Properti;16-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-165/KNL.1203/2024;27-02-2024;27-02-2024;;;;;;;;;;;;;;;ND-195/KNL.1203/2024;01-03-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
882;LAP-0041/1/PRO-01/KNL.1203/01.02.01/2024;01-03-2024;27-02-2024;1222000;Sewa Sebagian Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin - KPKNL_SUBBAG_UMUM;ND-123/KNL.120302/2024;Penilaian Properti;16-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-179/KNL.1203/2024;27-02-2024;27-02-2024;;;;;;;;;;;;;;;ND-201/KNL.1203/2024;01-03-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
